"Financial Year","Return Type","Name","Creditor Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Amount owed","Financial or Non-financial institution"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office","Green Smith Bridle","Level 4, 189 Kent Street","","SYDNEY","NSW","2000","42727","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office","IC Frith & Associates Insurance Brokers","Suite 1, Building B, Captial Business Centre","34 - 46 Brookhollow Ave","BAULKHAM HILLS","NSW","2153","177540","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office","ITO Australia","PO Box 275","","LANE COVE","NSW","1595","10873","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office","Office of State Revenue","GPO Box 530","","SYDNEY","NSW","1159","20545","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Australian Taxation Office","PO Box 795","","ALBURY","NSW","2640","168037","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","BDO kendalls","30/525 Collins Street","","MELBOURNE","VIC","3000","11813","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Canon Australia","PO Box 313","","NORTH RYDE","NSW","1670","16748","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Custom Leasing","Locked Bag 2201","","NORTH RYDE","NSW","1670","75635","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Davitt  Ilrantz","8/350 Collins Street","","MELBOURNE","VIC","3000","41464","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Publicity Works Pty Ltd","PO Box 226","","CARLTON SOUTH","VIC","3053","75979","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Redgum Technologies","420 Victoria Street","","MELBOURNE","VIC","3056","33000","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","REST","Locked Bag 5037","","PARRAMATTA","NSW","2124","39277","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association - VIC Branch","Retail Decisions Ltd","GPO Box 5342","","MELBOURNE","VIC","3001","15101","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Association NSW Branch","Hoyts Corp Pty Ltd","GPO Box 110","","HAYMARKET","NSW","2000","11509","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Association of Western Australia","CARE Superannuation","GPO Box 1923R","","MELBOURNE","VIC","3001","11551","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Association of Western Australia","KPMG ","GPO Box A29","","PERTH","WA","6837","60500","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Association of Western Australia","Shop, Distributive & Allied Employees' Association WA Branch","5th Floor 25 Barrack Street","","PERTH","WA","6842","16077","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees' Association of Western Australia","Synergy","GPO Box K851","","PERTH","WA","6842","12273","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (Federal Body)","ATO","Locked Bag 1936","","ALBURY","NSW","1936","32414","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (Federal Body)","D Farrell","81 Waterfall Gully Road","","WATERFALL GULLY","SA","5066","42269","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (State Body)","ATO","Locked Bag 1936","","ALBURY","NSW","1936","142906","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (State Body)","Care Super","53 Queen St","","MELBOURNE","","3000","92768","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (State Body)","D Farrell","81 Waterfall Gully Rd","","WATERFALL GULLY","","5066","92760","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (State Body)","ITEHYTDE P/L","24 Gaelic Ave","","HOLDEN HILL","","5088","31343","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive & Allied Employees Association South Australian Branch (State Body)","Uni of SA","North Terrace","","ADELAIDE","","5000","20900","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive and Allied Employees Association (QLD Branch)","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","15405","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive and Allied Employees Association (QLD Branch)","BDO Kendalls Pty Ltd (QLD)","Level 18","300 Queen Street","BRISBANE","QLD","4001","31928","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive and Allied Employees Association (QLD Branch)","Commonwealth Bank of Australia Ltd","PO Box 9823","","PARRAMATTA","NSW","2124","100223","Non-financial"
"2007-2008","Associated Entity Return","Shop Distributive and Allied Employees Association (QLD Branch)","Fleet System","Locked Bag 2001","","NORTH RYDE","NSW","1670","11236","Non-financial"
"2007-2008","Associated Entity Return","Shop, Distributive & Allied Employees' Association - National","American Express International","GPO Box 3928","","SYDNEY","NSW","1133","10961","Non-financial"
"2007-2008","Associated Entity Return","Shop, Distributive & Allied Employees' Association - National","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","69868","Non-financial"
"2007-2008","Associated Entity Return","Shop, Distributive & Allied Employees' Association - National","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","21947","Non-financial"
"2007-2008","Associated Entity Return","Shop, Distributive & Allied Employees' Association - National","Custom House Currency Exchange (Aust) Pty Ltd","Level 9","53 Queen Street","MELBOURNE","VIC","3000","67506","Non-financial"
"2007-2008","Associated Entity Return","Shop, Distributive & Allied Employees' Association - National","KPMG","GPO Box 2291U","","MELBOURNE","VIC","3001","19000","Non-financial"
"2007-2008","Associated Entity Return","Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br","Australian Super","GPO Box 1901","","MELBOURNE","VIC","3000","14955","Non-financial"
"2007-2008","Associated Entity Return","Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","17116","Non-financial"
"2007-2008","Associated Entity Return","Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br","TCFUA - National Office","28 Anglo Road","","CAMPSIE","NSW","2194","41357","Non-financial"
"2007-2008","Associated Entity Return","Textile Clothing and Footwear Union of Aust - NSW, TAS, SA Br","TCFUA - National Office","28 Anglo Road","","CAMPSIE","NSW","2194","23963","Non-financial"
"2007-2008","Associated Entity Return","The 500 Club (WA)","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","2640","11116","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers Union - Newcastle Central Coast & Northern Regions Branch","Unions NSW","Level 3","4 Goulburn Street","SYDNEY","NSW","2000","17983","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union of Employees Queensland","American Express International","GPO Box 3928","","SYDNEY","NSW","1133","30598","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union of Employees Queensland","American Express International","GPO Box 3928","","SYDNEY","NSW","1133","14428","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union of Employees Queensland","Australian Taxation Office","GPO Box 9990","","BRISBANE","QLD","4000","26632","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union of Employees Queensland","AWU National Office","Level 10","377-383 Sussex Street","SYDNEY","NSW","2000","124267","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union of Employees Queensland","AWU National Office","Level 10","377-383 Sussex Street","SYDNEY","NSW","2000","35305","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union of Employees Queensland","MGI","GPO Box 1087","","BRISBANE","QLD","4000","20000","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union Victorian Branch","Australian Super","Level 33","50 Lonsdale Street","MELBOURNE","VIC","3000","34335","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union Victorian Branch","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","1936","195605","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union Victorian Branch","AWU National Office","Level 10","377-383 Sussex Street","SYDNEY","NSW","2000","24133","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union Victorian Branch","AWU Taps Branch","685 Spencer Street","","WEST MELBOURNE","VIC","3003","38797","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union Victorian Branch","Maurice Blackburn Cashman","456 Lonsdale Street","","MELBOURNE","VIC","3001","15897","Non-financial"
"2007-2008","Associated Entity Return","The Australian Workers' Union Victorian Branch","PMT Security System","3/9 Lindaway Place","","TULLAMARINE","VIC","3043","12693","Non-financial"
"2007-2008","Political Party Return","The Greens (WA) Inc","Australian Greens","GPO Box 1108","","CANBERRA GPO","ACT","2601","29613","Non-financial"
"2007-2008","Associated Entity Return","The Liberal Party of Western Australia Pty Ltd","KPMG","Level 31 Central Park","152-158 St Georges Tce","PERTH","WA","6000","15785","Non-financial"
"2007-2008","Associated Entity Return","The Liberal Party of Western Australia Pty Ltd","National Australia Bank - Margin Lending","2211UB 800 Bourke Street","","DOCKLANDS","VIC","3008","1008053","Non-financial"
"2007-2008","Associated Entity Return","The Menzies Research Centre Limited","M Fitzherbert","28 Georgiana Street","","SANDRINGHAM","VIC","3191","33000","Non-financial"
"2007-2008","Associated Entity Return","The Menzies Research Centre Limited","National Australia Bank","91 Northbourne Avenue","","TURNER","ACT","2612","17880","Non-financial"
"2007-2008","Associated Entity Return","The Menzies Research Centre Limited","Shac","21 Labrador Street","","LABRADOR","QLD","4215","48543","Non-financial"
"2007-2008","Associated Entity Return","The Menzies Research Centre Limited","The Liberal Party of Australia - Federal Secretariat","PO Box 6004","","KINGSTON","ACT","2604","38307","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union  VIC/TAS Branch","Australian Taxation Office","GPO Box 9990","","MELBOURNE","VIC","3000","65720","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union  VIC/TAS Branch","Australian Taxation Office","GPO Box 9990","","MELBOURNE","VIC","3000","73682","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union  VIC/TAS Branch","M/- A.E. Smith","PO Box 1590","","CLAYTON","VIC","3169","84339","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union  VIC/TAS Branch","Transport Workers Union - Federal Office","Level 1","31 Cowper Street","PARRAMATTA","NSW","2124","245641","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union  VIC/TAS Branch","TWU Super Fund","Level 27","150 Lonsdale Street","MELBOURNE","VIC","3000","83142","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union (WA Branch)","Lasermail","129-131 Kensington St","","EAST PERTH","WA","6004","12006","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","American Express International","GPO Box 3928","","SYDNEY","NSW","1133","13168","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Australian Taxation Office","Locked Bag 1793","","PENRITH","NSW","1793","21767","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Globe Workplace","Level 1","22 Punch Lane","MELBOURNE","VIC","3000","14293","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Transport Workers Union (QLD Branch)","11 Alexandra Place","","MURARRIE","QLD","4172","10422","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Transport Workers Union (Vic/Tas)","52-56 Rouse Street","","PORT MELBOURNE","VIC","3207","34996","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Transport Workers Union (Vic/Tas)","52-56 Rouse Street","","PORT MELBOURNE","VIC","3207","43745","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - Federal Council","Transport Workers Union ACT Branch","3/289 Canberra Avenue","","FYSHWICK","ACT","2609","21211","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia - NSW Branch","Transport Workers Union - NSW Branch","31 Cowper St ","","PARRAMATTA","NSW","2150","209774","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","American Express","PO Box 4344","","SYDNEY","NSW","1132","12088","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","27992","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","20746","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","23258","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","24683","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","29572","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","27623","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","18170","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","24643","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","23505","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","33850","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Australian Taxation Office","GPO Box 9990","","SYDNEY GPO PRIVATE BOXES","NSW","2001","31774","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","e3Learning","PO Box 6815 Hallifax St Post Office","","ADELAIDE","SA","5000","18700","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Globe Workplace","Level 1","22 Punch Lane","MELBOURNE","VIC","3000","12100","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Globe Workplace","Level 1","22 Punch Lane","MELBOURNE","VIC","3000","22000","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Mr Peter Hall ","GPO Box 8253","","STATION ARCADE","SA","5000","10604","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Rewards Factory","PO Box 622","","CARNEGIE","VIC","3163","36960","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Stillwell","PO BOx 229 ","","MENDINDIE","SA","5006","17373","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Stillwell","PO BOx 229 ","","MENDINDIE","SA","5006","18499","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union of Australia - Federal Council","PO Box 47","","PARRAMATTA BC CBD","NSW","2124","28707","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union of Australia - Federal Council","PO Box 47","","PARRAMATTA BC CBD","NSW","2124","26353","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union of Australia - Federal Council","PO Box 47","","PARRAMATTA BC CBD","NSW","2124","17062","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union of Australia - Federal Council","PO Box 47","","PARRAMATTA BC CBD","NSW","2124","11854","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union of Australia - Federal Council","PO Box 47","","PARRAMATTA BC CBD","NSW","2124","13054","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","11245","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","13612","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","11245","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","11283","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","11066","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of Australia SA/NT Branch","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","11283","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of New South Wales","Drake","GPO Box 298","","MELBOURNE","VIC","3000","13510","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of New South Wales","Labour Council","4 Goulburn Street","","SYDNEY","NSW","2000","16765","Non-financial"
"2007-2008","Associated Entity Return","Transport Workers Union of New South Wales","Transport Workers Union Super","150 Lonsdale Street","","MELBOURNE","VIC","3000","41961","Non-financial"
"2007-2008","Associated Entity Return","Trisleys Electrical Pty Ltd","Esanda Finance Corporation Ltd","Level 10,","1 Rider Boulevard","RHODES","NSW","2138","25273","Non-financial"
"2007-2008","Associated Entity Return","United Firefighters Union of Australia Qld Branch","Commonwealth Bank","81 Boundary Street","","WEST END","QLD","4101","333736","Non-financial"
"2007-2008","Associated Entity Return","United Firefighters Union of Australia Qld Branch","UFU Staff Holiday Pay","286 Montague Road","","WEST END","QLD","4101","68781","Non-financial"
"2007-2008","Associated Entity Return","United Firefighters Union of Australia Qld Branch","UFU Staff LSL Pay","286 Montague Road","","WEST END","QLD","4101","62428","Non-financial"
"2007-2008","Associated Entity Return","United Firefighters Union of SA Inc","S A Metropolitan Fire Service","60 Waymarth Street","","ADELAIDE","SA","5000","26528","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Active Furniture Hire","3-5 Willis St","","WOLLI CREEK","NSW","2205","55818","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Allianz Australia Ltd","2 Market St","","SYDNEY","NSW","2000","12084","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","AMEX","GPO Box 4344","","SYDNEY","NSW","2000","13750","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","AMEX","GPO Box 4344","","SYDNEY","NSW","2000","10903","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","AP Mail Management","85 Grose St","","PARRAMATTA","NSW","2150","53000","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Australia Post","GPO Box 2890 DD","","MELBOURNE","VIC","3001","26115","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Australia Post","GPO Box 6995","","BRISBANE","QLD","4001","15038","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Australian Labor Party","377 Sussex Street","","SYDNEY","NSW","2000","105137","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Bevans Real Estate","PO Box 65","","WOLLONGONG","NSW","2500","10335","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","BP Australia","GPO Box 5222","","MELBOURNE","VIC","3001","18229","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Caltex Australia","GPO Box 3998","","SYDNEY","NSW","2000","11355","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Caltex Australia","GPO Box 3998","","SYDNEY","NSW","2000","89096","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Choice Hotels Australasia","GPO Box 4992 WW","","MELBOURNE","VIC","3000","12036","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Commonwealth Bank - Market Street Branch","Level 10","55 Market Street","SYDNEY","NSW","2000","13611","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Coogee Bay Hotel","9 Vicar Street","","COOGEE","NSW","2034","11817","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Dell Australia Pty Ltd","GPO Box 4770","","SYDNEY","NSW","2000","33026","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Energy Australia","Locked Bag W100","","SYDNEY","NSW","2000","14000","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Hall Payne Lawyers","Level 9 344 Queen Street","","BRISBANE","QLD","4000","16000","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Host Plus","Level 5 477 Pitt Street","","SYDNEY","NSW","2000","13750","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Industry Training","Level 1 117-131 Chapel St","","NORTH MELBOURNE","VIC","3051","14577","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Lodestar Communications","10 Bartley Street","","CHIPPENDALE","NSW","2008","93753","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Telstra","GPO Box 9901","","MELBOURNE","VIC","3001","10622","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Telstra","GPO Box 9901","","MELBOURNE","VIC","3001","23357","Non-financial"
"2007-2008","Associated Entity Return","United Workers Union","Victorian Trades Hall","54 Victoria St","","CARLTON SOUTH","VIC","3053","19008","Non-financial"
"2007-2008","Associated Entity Return","Vapold Pty Ltd","KPMG","GPO Box 2291U","","MELBOURNE","VIC","3001","20500","Non-financial"
"2007-2008","Associated Entity Return","W Tanner & Son Partnership","Estate of WH Tanner","38 Reads Road ","","WAMBERAL","NSW","2260","203209","Non-financial"
"2007-2008","Associated Entity Return","W Tanner & Son Partnership","National Australia Bank","400 Peel Street","","TAMWORTH","NSW","2340","74146","Non-financial"
"2007-2008","Associated Entity Return","Wass Bros Pty Ltd","Commonwealth Bank of Australia","Macquarie St","","DUBBO","NSW","2830","300000","Non-financial"
"2007-2008","Associated Entity Return","Wass Bros Pty Ltd","Landmark ","94 Pangee Street","","NYNGAN","NSW","2825","13710","Non-financial"
"2007-2008","Associated Entity Return","Wass Bros Pty Ltd","Landmark ","94 Pangee Street","","NYNGAN","NSW","2825","27100","Non-financial"
"2006-2007","Associated Entity Return","AG - Rich Foods Pty Ltd","Excell Planter","C/- St George Bank","123 Macquarie Street","DUBBO","NSW","2830","139091","Non-financial"
"2006-2007","Associated Entity Return","ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust","Australian Labor Party (South Australian Branch)","141 Gilles Street","","ADELAIDE","SA","5000","1318789","Non-financial"
"2006-2007","Associated Entity Return","ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust","Commonwealth Bank","91 King William Street","","ADELAIDE","SA","5000","124303","Non-financial"
"2006-2007","Associated Entity Return","ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust","Commonwealth Bank","91 King William Street","","ADELAIDE","SA","5000","346341","Non-financial"
"2006-2007","Associated Entity Return","Altum Pty Ltd as Trustee for Altum Property Unit Trust","6 St Paul's Terrace Trust","PO Box 5940","","WEST END","QLD","4101","1343556","Non-financial"
"2006-2007","Associated Entity Return","Altum Pty Ltd as Trustee for Altum Property Unit Trust","NPAQ - Leichhardt Division Coun","PO Box 5012","","CAIRNS","QLD","4870","172585","Non-financial"
"2006-2007","Associated Entity Return","Arthur Macartney Family Trust","Anne Macartney","'Ormefields'","RMB 1380","TOCUMWAL","NSW","2714","1032","Non-financial"
"2006-2007","Associated Entity Return","Arthur Macartney Family Trust","AR & JM Macartney","RMB 1260","'Craiglea'","TOCUMWAL","NSW","2714","20060","Non-financial"
"2006-2007","Associated Entity Return","Arthur Macartney Family Trust","Arthur Macartney","'Craiglea'","RMB 1260","TOCUMWAL","NSW","2714","104707","Non-financial"
"2006-2007","Associated Entity Return","Arthur Macartney Family Trust","Bidgee Finance","George St","","DENILIQUM","NSW","2710","52918","Non-financial"
"2006-2007","Associated Entity Return","Arthur Macartney Family Trust","Jean Macartney","'Craiglea'","RMB 1260","TOCUMWAL","NSW","2714","69212","Non-financial"
"2006-2007","Associated Entity Return","ASU Victorian Private Sector Branch","Australian Super","GPO Box 1901","","MELBOURNE","VIC","3000","13487","Non-financial"
"2006-2007","Associated Entity Return","ASU Victorian Private Sector Branch","Australian Taxation Office","GPO Box 9990","","MELBOURNE","VIC","3000","56218","Non-financial"
"2006-2007","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","Australian Taxation Office","Locked Bag 101","","HURSTVILLE","NSW","1493","88821","Non-financial"
"2006-2007","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","BUSSQ","GPO Box 2775","","BRISBANE","QLD","4000","40560","Non-financial"
"2006-2007","Associated Entity Return","Aust Building Const Employees & Builders Labour Fed (QLD Br)","CFMEU - Construction & General Division, National Office","PO Box Q235","Queen Victoria Building Post Office","SYDNEY","NSW","1230","47074","Non-financial"
"2006-2007","Associated Entity Return","Aust Municipal Admin Clerical & Services Union - TAS","Aust. Municipal Admin. Clerical & Services Union - National Exec","Ground Floor","116-124 Queensberry Street","CARLTON","VIC","3053","139372","Non-financial"
"2006-2007","Associated Entity Return","Aust Municipal Admin Clerical & Services Union - TAS","Aust. Municipal Admin. Clerical & Services Union - National Exec","Ground Floor","116-124 Queensberry Street","CARLTON","VIC","3053","100000","Non-financial"
"2006-2007","Associated Entity Return","Aust Municipal Admin Clerical & Services Union - TAS","Australian Municipal Administrative Clerical and Services Union ","Ground Floor,  116-124 Queensberry Street","","CARLTON SOUTH","VIC","3053","42655","Non-financial"
"2006-2007","Associated Entity Return","Aust Municipal Admin Clerical & Services Union - TAS","Australian Taxation Office","Locked Bag 1936","","ALBURY","NSW","2640","19980","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - National Exec","ACTU","365 Queen Street","","MELBOURNE","VIC","3000","414493","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - National Exec","ACTU","365 Queen Street","","MELBOURNE","VIC","3000","544725","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - National Exec","ASU NSW LGCAEAU Branch","Level 7","321 Pitt Street","SYDNEY","NSW","2000","28150","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - National Exec","Australian Taxation Office","Gladstone Street","","MOONEE PONDS","VIC","3039","12094","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - National Exec","Victorian State Revenue Office","GPO Box 1641","","MELBOURNE","VIC","3001","12922","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - WA Branch","ASU National Office","Ground Floor","116 Queensberry Street","CARLTON SOUTH","VIC","3053","68063","Non-financial"
"2006-2007","Associated Entity Return","Aust. Municipal Admin. Clerical & Services Union - WA Branch","Australian Taxation Office","PO Box 795","","ALBURY","NSW","2640","18373","Non-financial"
