"Event","Media ID","Name","Business Name","Return Type","Address Line 1","Address Line 2","Suburb","State","Postcode","Total Amount"
"2001 Federal Election","4444","Radio Metro Ltd (Formerly HOTT FM Ltd)","Radio Metro Ltd","Broadcaster","PO Box 6530","","GOLD COAST MAIL CENTRE","QLD","9726","1342"
"2001 Federal Election","4876","Radio Rhema - Manning Great Lakes","Mannin Great Lakes Christian Broadcasters Inc","Broadcaster","PO Box 246","","WINGHAM","NSW","2429","0"
"2001 Federal Election","4121","Ranges Leader","Leader Community Newspapers","Publisher","PO Box 185","","BLACKBURN","VIC","3130","1893"
"2001 Federal Election","4938","Ranges Trader Mail","Ranges trader Mail (Yarra Valley Newspapers P/L)","Publisher","PO Box 355","","MONBULK","VIC","3793","2649"
"2001 Federal Election","3103","Rattler","Community Child Care Co-op Ltd (NSW)","Publisher","Locked Bag 19","","NEWTOWN","NSW","2042","0"
"2001 Federal Election","3689","RCI Holiday","RCI Australasia Inc","Publisher","Po Box 6495","","GOLD COAST MAIL CENTRE","QLD","4217","0"
"2001 Federal Election","3582","Real Estate News","Quest Newspaper Group (News Ltd)","Publisher","Po Box 104","","ALDERLEY","QLD","4051","0"
"2001 Federal Election","4065","Recorder Newspaper","Recorder Newspaper","Publisher","103","Gertrude St","PORT PIRIE","SA","5540","1060"
"2001 Federal Election","388","Redcliffe and Bayside Herald","Nationwide NewsPty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","6211"
"2001 Federal Election","4224","Redcliffe Peninsula Post","Redcliffe Peninsula Post","Publisher","PO BOX 532","","REDCLIFFE","QLD","4020","1061"
"2001 Federal Election","3386","Reform","Australian Law Reform Commission","Publisher","GPO Box 3708","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","4903","REIQ Journal","","Publisher","PO Box 1555","","COORPAROO","QLD","4151","0"
"2001 Federal Election","3612","Retail World (incorporating Liquor World)","Retail Media Pty Ltd","Publisher","Po Box 6104","","PARRAMATTA","NSW","2150","0"
"2001 Federal Election","4515","Rete Italia Radio Network","Tatley Pty Ltd","Broadcaster","PO Box 195","","LEICHHARDT","NSW","2040","3973"
"2001 Federal Election","1142","Review Pictorial","Torch Publishing Company Pty Ltd","Publisher","PO Box 110","","AUBURN","NSW","2144","0"
"2001 Federal Election","4729","Revolver","Foreign Language Publications Pty Ltd","Publisher","PO Box 155","","MARRICKVILLE","NSW","2204","0"
"2001 Federal Election","4877","Rhema FM 106.5","Sunshine Coast Christian Broadcasters Assn Inc","Broadcaster","PO Box 200","","WOOMBYE","QLD","4559","0"
"2001 Federal Election","4879","Rhema FM 99.9","SE Christian Broadcasters Inc","Broadcaster","PO Box 1465","","MOUNT GAMBIER","SA","5290","0"
"2001 Federal Election","4730","Rhythms","In Media (Vic) Pty Ltd","Publisher","Locked Bag 18","","PORT MELBOURNE","VIC","3207","0"
"2001 Federal Election","4558","Richmond Valley Radio - 88.9FM","Community Radio Coraki ASssoc Inc","Broadcaster","PO Box 90","","CORAKI","NSW","2471","825"
"2001 Federal Election","4104","Rim FM 100.1","Scenic Rim Broadcasting Association","Broadcaster","PO Box 243","","BOONAH","QLD","4310","150"
"2001 Federal Election","2650","Rip It Up","","Publisher","93 King William Street","","KENT TOWN","SA","5067","0"
"2001 Federal Election","4191","River News","Waikerie Printing House Pty Ltd","Publisher","PO Box 101","","WAIKERIE","SA","5330","769"
"2001 Federal Election","312","Riverine Herald","Riverine Herald Pty Ltd","Publisher","PO Box 21","","ECHUCA","VIC","3564","4523"
"2001 Federal Election","1645","Rivertown Times","Northern Star Ltd, The","Publisher","Po Box 93","","EVANS HEAD","NSW","2473","260"
"2001 Federal Election","2783","Rock","Wild Publications Pty Ltd","Publisher","Po Box 415","","PRAHRAN","VIC","3181","0"
"2001 Federal Election","4450","ROK","Parkes Broadcasting Co Pty Ltd","Broadcaster","PO Box 295","","PARKES","NSW","2870","3465"
"2001 Federal Election","1335","Romanul Australian","The Romanian Society of Australia inc.","Publisher","PO Box 311","","CHADSTONE CENTRE","VIC","3148","0"
"2001 Federal Election","3157","Rotary Down Under","Rotary Down Under Inc","Publisher","Po Box 779","","PARRAMATTA PRIVATE BOXES","NSW","2124","0"
"2001 Federal Election","4731","Royal Historical Society Of Victoria","Royal Historical Society Of Victoria Inc","Publisher","239 A'Beckett St","","MELBOURNE","VIC","3000","0"
"2001 Federal Election","4123","RTQ","Win Television QLD Pty Ltd","Broadcaster","Dean St","","ROCKHAMPTON","QLD","4700","594433"
"2001 Federal Election","4439","RTR FM 92.1","Arts Radio Ltd","Broadcaster","PO Box 949","","NEDLANDS PRIVATE BOXES","WA","6909","2200"
"2001 Federal Election","4249","RTS5A","Win Television SA Pty Ltd","Broadcaster","PO Box 821","","MOUNT GAMBIER","SA","5290","17821"
"2001 Federal Election","2361","Rural Business","Richard Milne Pty Ltd","Publisher","Po Box 163","","DRUMMOYNE","NSW","2047","0"
"2001 Federal Election","4368","Rural Weekly","Toowoomba Newspapers P/L","Publisher","PO BOX 40","","TOOWOOMBA","QLD","4350","441"
"2001 Federal Election","4527","S40","North East Tasmanian Radio Broadcasters Pty Ltd","Broadcaster","109 York St","","LAUNCESTON","TAS","7250","2028"
"2001 Federal Election","4732","SA Bowler","Royak South Australian Bowling Assoc Inc","Publisher","PO Box 172","","KILBURN","SA","5084","0"
"2001 Federal Election","2623","SA Motor","Royal Automobile Association","Publisher","41 Hindmarsh Square","","ADELAIDE","SA","5000","0"
"2001 Federal Election","3924","Sales & Leasing Monitor","Commercial Property Monitor Pty Ltd","Publisher","Po Box 668","","BONDI JUNCTION","NSW","2022","0"
"2001 Federal Election","2955","Sapphire Sun","Rural Press","Publisher","Po Box 11","","MERIMBULA","NSW","2548","0"
"2001 Federal Election","4372","SAS7","South Australian Telecasters Ltd","Broadcaster","45-49 Park Tce","","GILBERTON","SA","5081","487536"
"2001 Federal Election","4556","SBS TV","Special Broadcasting Service Corporation","Broadcaster","14 Herbert St","","ARTARMON","NSW","2064","144113"
"2001 Federal Election","2042","Scene Magazine","17a Skyring Terrace Newstead","Publisher","Po Box 2194","","FORTITUDE VALLEY","QLD","4006","1232"
"2001 Federal Election","3213","School Bell","Victorian Council of School Organisations Inc","Publisher","Po Box 550","","RICHMOND","VIC","3121","0"
"2001 Federal Election","3772","School Post","SA Association of State School Organisations Inc","Publisher","Po Box 6178","","HALIFAX STREET PO","SA","5000","0"
"2001 Federal Election","1658","Scone Advocate","Regional Publishers Pty Ltd","Publisher","PO Box 12","","SCONE","NSW","2337","3091"
"2001 Federal Election","4881","SCRFM","Blacktown City Community Radio Assoc Inc","Broadcaster","PO Box 221","","DOONSIDE","NSW","2767","0"
"2001 Federal Election","4184","SDN","ARN Adelaide","Broadcaster","PO Box 5","","NORTH ADELAIDE","SA","5006","5940"
"2001 Federal Election","4733","SE Kingstong Leader","Peake Investments Pty Ltd","Publisher","PO Box 450","","NARACOORTE","SA","5271","0"
"2001 Federal Election","4226","Sea FM","Sea FM Central Coast Pty Ltd","Broadcaster","PO Box 564","","GOSFORD","NSW","2250","48790"
"2001 Federal Election","4206","Sea Lake & Wycheproof Times Ensign","Mallee Printers P/L","Publisher","PO BOX 7","","SEA LAKE","VIC","3533","754"
"2001 Federal Election","3298","Seafood Australia","Firecrest Publications","Publisher","Po Box 1596","","CROWS NEST","NSW","2065","0"
"2001 Federal Election","4397","Seniors","Coastline Newspapers","Publisher","PO BOX 1775","","BUNDABERG","QLD","4670","1735"
"2001 Federal Election","4248","SES8","Win Television SA Pty Ltd","Broadcaster","PO Box 821","","MOUNT GAMBIER","SA","5290","40185"
"2001 Federal Election","4106","Seven Central","Seven Central","Broadcaster","GPO Box 4277","","ALICE SPRINGS","NT","0870","121321"
"2001 Federal Election","4105","Seven Darwin","Seven Darwin","Broadcaster","GPO Box 1701","","DARWIN","NT","0800","32119"
"2001 Federal Election","4779","Seymour Nagambie Advertiser","Seymour Advertiser","Publisher","PO Box 740","","SEYMOUR PRIVATE BOXES","VIC","3661","0"
"2001 Federal Election","4944","Seymour Telegraph P/L","Seymour Telegraph P/L","Publisher","Po Box 142","","SEYMOUR PRIVATE BOXES","VIC","3661","1475"
"2001 Federal Election","1705","Shepparton News","Shepparton Newspapers Pty Ltd","Publisher","PO Box 204","","SHEPPARTON PRIVATE BOXES","VIC","3632","10960"
"2001 Federal Election","4088","Shoalhaven & Nowra News","Shoalhaven & Nowra News","Publisher","PO Box 106","","NOWRA","NSW","2541","2844"
"2001 Federal Election","4200","Shoalhaven Nowra News","Regional Publishers P/L","Publisher","PO Box 152","","GOULBURN","NSW","2580","9078"
"2001 Federal Election","4767","Shoalhaven Sun","","Publisher","2/90 Worrigee St","","NOWRA","NSW","2541","1420"
"2001 Federal Election","4692","Shout Magazine","Westside Publishing","Publisher","PO Box 652","","NORTH PERTH PRIVATE BOXES","WA","6906","1115"
"2001 Federal Election","2956","Sightseeing South Australia","Weekender Independent Newspapers","Publisher","Po Box 593","","STIRLING","SA","5152","0"
"2001 Federal Election","2480","Signals","Australian National Maritime Museum","Publisher","GPO Box 5131","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","4077","Sing Tao Newspapers Pty Ltd","(Sing Tao Jih Pao)","Publisher","Level 1","545 Kent St","SYDNEY","NSW","2000","59090"
"2001 Federal Election","4415","Singleton Argus","","Publisher","PO BOX 312","","SINGLETON","NSW","2330","1619"
"2001 Federal Election","934","Sky Channel","","Broadcaster","79 Frenchs Forest Road","","FRENCHS FOREST","NSW","2086","69895"
"2001 Federal Election","4275","SKY New Australia","Optus","Broadcaster","Cnr Epping and Delhi Rd","","NORTH RYDE","NSW","2113","10628"
"2001 Federal Election","4734","Sky Racing Form","Sporgs News Weekly Pty Ltd","Publisher","37-39 Coborn St","","NORTH MELBOURNE","VIC","3051","0"
"2001 Federal Election","3827","Smaller Companies Guide","Ian Huntley Pty Ltd","Publisher","Po Box 99","","CREMORNE","NSW","2090","0"
"2001 Federal Election","1263","Smaradey Khmer (The Spirit of the Khmer)","","Publisher","PO Box 187","","VILLAWOOD","NSW","2163","1400"
"2001 Federal Election","4416","Snow FM (2SKI)","Radio Snowy Mountains Pty Ltd t/a 97.7 Snow FM","Broadcaster","PO Box 651","","COOMA","NSW","2630","673812"
"2001 Federal Election","4435","Snowy River Mail","Snowy River Mail","Publisher","PO BOX 272","","ORBOST","VIC","3888","891"
"2001 Federal Election","2850","Soccer International","Blitz Publications","Publisher","Po Box 4075","","MULGRAVE","VIC","3170","0"
"2001 Federal Election","3267","Solar Progress - Renewable Energy for Australasia","Australia and New Zealand Solar Energy Society","Publisher","Po Box 175","","NORTH PERTH PRIVATE BOXES","WA","6906","0"
"2001 Federal Election","2690","Sounds Australian Journal","Australian Music Centre T/A Sounds Australia","Publisher","Po Box N690","","GROSVENOR PLACE PO","NSW","2000","0"
"2001 Federal Election","391","South - East Advertiser","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","15257"
"2001 Federal Election","3521","South Australian & Northern Territory Motor Trade","Motor Trade Association (SA Incorporated)","Publisher","Po Box 440","","PORT ADELAIDE","SA","5015","0"
"2001 Federal Election","449","South Burnett Times","South Burnett Times Pty Ltd","Publisher","PO Box 312","","KINGAROY","QLD","4610","4757"
"2001 Federal Election","172","South Coast Register","South Coast Register Pty Ltd","Publisher","PO Box 106","","NOWRA","NSW","2541","6393"
"2001 Federal Election","1198","South Eastern Real Estate News","South East Newspapers Pty Ltd","Publisher","PO Box 9","","PAKENHAM","VIC","3810","0"
"2001 Federal Election","4933","South Gippsland Sentinel Times","South Eastern Newspapers Pty Ltd","Publisher","8 Radovick St","","KORUMBURRA","VIC","3950","5797"
"2001 Federal Election","392","South West News","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","13978"
"2001 Federal Election","4956","South West Times","South West Printing and Publishing","Publisher","PO Box 5001","","BUNBURY","WA","6230","1092"
"2001 Federal Election","2957","South-East Queensland Tourism","Quest Newspaper Group (News Ltd)","Publisher","Po Box 104","","ALDERLEY","QLD","4051","0"
"2001 Federal Election","510","Southern Argus","Jones & Sons","Publisher","26 Albyne Terrace","","STRATHALBYN","SA","5255","2428"
"2001 Federal Election","4929","Southern Courier","The Courier Newspaper Group","Publisher","170 Bourke Road","","ALEXANDRIA","NSW","2015","15862"
"2001 Federal Election","4330","Southern Cross","Southern Cross Television (TNT9) Pty Ltd","Broadcaster","PO Box 873","","LAUNCESTON","TAS","7250","198469"
"2001 Federal Election","4735","Southern Farmer","Southern Farmer","Publisher","PO Box 1523","","SURREY HILLS","VIC","3127","0"
"2001 Federal Election","534","Southern Gazette Community","Community Newspaper Group","Publisher","886 Canning Highway","","APPLECROSS","WA","6153","9450"
"2001 Federal Election","1052","Southern Highland News","Regional Publishers Pty Ltd","Publisher","PO Box 109","","BOWRAL","NSW","2576","4761"
"2001 Federal Election","1218","Southern News","Nationwide News Pty Ltd","Publisher","PO Box 104","","ALDERLEY","QLD","4051","7079"
"2001 Federal Election","113","Southern Riverina News","Finley Newspapers Pty Ltd","Publisher","PO Box 330","","FINLEY","NSW","2713","2319"
"2001 Federal Election","482","Southern Times Messenger","Messenger Newspapers","Publisher","17-19 Stanley Street","","MORPHETT VALE","SA","5162","7318"
"2001 Federal Election","1711","Southsider","","Publisher","PO Box 260","","IPSWICH","QLD","4305","0"
"2001 Federal Election","1343","Spanish Herald","Foreign Language and Publications Pty Ltd","Publisher","PO 155","","MARRICKVILLE","NSW","2204","3825"
"2001 Federal Election","3037","SPECnews","Construction Information Systems Australia Pty Ltd","Publisher","61 Lavender Street","","MILSONS POINT","NSW","2061","0"
"2001 Federal Election","4736","Spectrum","Australian Institute Of Radiography","Publisher","PO Box 1169","","COLLINGWOOD","VIC","3066","0"
"2001 Federal Election","2624","Sports & Classic Cars Australia & New Zealand","Australian Classic Motoring Press","Publisher","Po Box 250","","BONDI JUNCTION","NSW","2022","0"
"2001 Federal Election","2759","Sports Link","Pileport Pty Ltd","Publisher","Po Box 813","","TEWANTIN","QLD","4565","0"
"2001 Federal Election","1273","Spremnost Croatian Weekly","Ornardo Pty Ltd","Publisher","GPO Box 5335","","SYDNEY GPO PRIVATE BOXES","NSW","2001","1933"
"2001 Federal Election","4122","Springvale Dandenong Leader","Leader Community Newspapers","Publisher","PO Box 185","","BLACKBURN","VIC","3130","7274"
"2001 Federal Election","4163","SRPH","RPH Adelaide Inc","Broadcaster","PO Box 10489","","ADELAIDE","SA","5000","0"
"2001 Federal Election","72","St George & Sutherland Shire Leader","Fairfax Community Newspapers Pty Ltd","Publisher","PO Box 210","","HURSTVILLE","NSW","2220","45920"
"2001 Federal Election","2691","Stage Whispers","Premonitions Pty Ltd","Publisher","Po Box 318","","MONBULK","VIC","3793","0"
"2001 Federal Election","483","Standard Messenger","Messenger Newspapers","Publisher","PO Box 197","","PORT ADELAIDE","SA","5015","14237"
"2001 Federal Election","4354","Starf FM","Midcoast Broadcasters Pty Ltd","Broadcaster","PO Box 1161","","PORT MACQUARIE","NSW","2444","1800"
"2001 Federal Election","1859","State of The Arts","State of the Art Publications Pty Ltd","Publisher","PO Box 243","","KINGS CROSS","NSW","2011","0"
"2001 Federal Election","361","Stawell Times - News","Regional Publishing (Western VIC P/L)","Publisher","58 Main Street","","STAWELL","VIC","3380","2831"
"2001 Federal Election","3091","Steel Construction","Australian Institute of Steel Construction Ltd","Publisher","Po Box 6366","","NORTH SYDNEY PRIVATE BOXES","NSW","2059","0"
"2001 Federal Election","4737","Stil Etto","Sisters In Crime Inc","Publisher","GPO Box 5319BB","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","0"
"2001 Federal Election","4464","Stirling Times Community","Community Newspaper Group","Publisher","Locked Bag 2","","NORTHBRIDGE PRIVATE BOXES","WA","6865","9556"
"2001 Federal Election","4939","Stock and Land Newspaper","Rural Press Victoria","Publisher","Po Box 254","","MOONEE PONDS","VIC","3039","6157"
"2001 Federal Election","1472","Stock Journal","Stock Journal Publishers Pty Ltd","Publisher","GPO Box 2249","","ADELAIDE GPO PRIVATE BOXES","SA","5001","3231"
"2001 Federal Election","4153","Stonnington Leader","Leader Community Newspapers","Publisher","Po Box 185","","BLACKBURN","VIC","3130","2793"
"2001 Federal Election","4500","STQ","Seven Queensland","Broadcaster","PO Box 296","","MAROOCHYDORE","QLD","4558","404746"
"2001 Federal Election","2627","Street Machine","ACP Action Pty Ltd","Publisher","Locked Bag 756","","EPPING","NSW","2121","0"
"2001 Federal Election","3996","STV","WIN Television Pty Ltd","Broadcaster","PO Box 464","","BALLARAT MAIL CENTRE PRIVATE BOXES","VIC","3354","29394"
"2001 Federal Election","4141","STW Channel Nine Perth","Swan Television And Radio Broadcasters","Broadcaster","PO Box 99","","TUART HILL PRIVATE BOXES","WA","6939","387823"
"2001 Federal Election","4906","Summerland Christian Broadcasters","","Broadcaster","332 Richmond Hill Rd","","RICHMOND HILL","NSW","2480","0"
"2001 Federal Election","4155","Sunbury Macedon Leader","Leader Community Newspapers","Publisher","PO BOX 185","","BLACKBURN","VIC","3130","811"
"2001 Federal Election","581","Suncoast News and Bulletin","Examiner Newspaper Pty Ltd","Publisher","PO Box 99a","","LAUNCESTON","TAS","7250","0"
"2001 Federal Election","4502","Sunday Examiner","The Examiner Newspaper Pty Ltd","Publisher","PO BOX 99A","","LAUNCESTON","TAS","7250","3820"
"2001 Federal Election","1665","Sunday Herald Sun","Herald & Weekly Times Ltd","Publisher","GPO Box 244B","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","0"
"2001 Federal Election","1708","Sunday Mail","","Publisher","GPO Box 130","","BRISBANE GPO PRIVATE BOXES","QLD","4001","0"
"2001 Federal Election","4688","Sunday Mail","Advertiser Newspapers Ltd","Publisher","GPO Box 339","","ADELAIDE GPO PRIVATE BOXES","SA","5001","5280"
"2001 Federal Election","574","Sunday Tasmanian","Davies Brothers Limited","Publisher","GPO Box 334D","","HOBART GPO PRIVATE BOXES","TAS","7001","2257"
"2001 Federal Election","36","Sunday Telegraph","News Ltd.","Publisher","GPO Box 4245","","SYDNEY GPO PRIVATE BOXES","NSW","2001","109722"
"2001 Federal Election","588","Sunday Territorian","News Ltd","Publisher","PO Box 1300","","DARWIN GPO PRIVATE BOXES","NT","0801","1486"
"2001 Federal Election","339","Sunraysia Daily","Sunraysia Publishing Co Pty Ltd","Publisher","PO Box 1400","","MILDURA PRIVATE BOXES","VIC","3502","12376"
"2001 Federal Election","456","Sunshine Coast Daily","Sunshine Coast Newspaper Co Pty Ltd","Publisher","PO Box 56","","MAROOCHYDORE","QLD","4558","36678"
"2001 Federal Election","4961","Sunshine Coast Sunday","Sunshine Coast Sunday","Publisher","Po Box 56","","MAROOCHYDORE","QLD","4558","50499"
"2001 Federal Election","457","Sunshine Coast Weekly","Sunshine Coast Newspapers Co Pty Ltd","Publisher","PO Box 56","","MAROOCHYDORE","QLD","4558","23189"
"2001 Federal Election","4089","Sunshine FM 91.1","S.D.A. Association","Broadcaster","PO Box 911","","COOLUM BEACH","QLD","4573","100"
"2001 Federal Election","1279","Suomi","Suomi Newspapers Pty Ltd","Publisher","PO Box 303","","MALVERN","VIC","3144","0"
"2001 Federal Election","3652","Superfunds","Association of Superannuation Funds of Australia, The","Publisher","GPO Box 1485","","SYDNEY GPO PRIVATE BOXES","NSW","2001","0"
"2001 Federal Election","1904","Sydney Bride Magazine","Abstract Publishing Inc","Publisher","Po Box 36","","NORTH MELBOURNE","VIC","3051","0"
"2001 Federal Election","4452","Sydney Morning Herald","Faifax Publications","Publisher","201 Sussex St","","SYDNEY","NSW","2000","118153"
"2001 Federal Election","2437","Sydney Star Observer","Sydney Gay & Lesbian Community Publishing Ltd","Publisher","Po Box 939","","DARLINGHURST","NSW","2010","4707"
"2001 Federal Election","3335","Table & Kitchen","The Intermedia Group Pty Ltd","Publisher","PO Box 55","","GLEBE","NSW","2037","0"
"2001 Federal Election","4507","Tablelander Newspaper","Tablelander Newspaper","Publisher","PO BOX 20","","ATHERTON","QLD","4883","2537"
"2001 Federal Election","1005","Tablelands Advertiser","Cairns Post Pty Ltd","Publisher","PO Box 61","","MAREEBA","QLD","4880","3730"
"2001 Federal Election","1559","TABRADIO","Festival City Broadcasters Ltd","Broadcaster","GPO Box TABRADIO","","ADELAIDE GPO PRIVATE BOXES","SA","5001","23078"
"2001 Federal Election","4404","Talk 1116 3AK","Victorian Radio Network","Broadcaster","Level 1","432 St Kilda Rd","MELBOURNE","VIC","3004","0"
"2001 Federal Election","4198","Tallaganda Times","Regional Publishers","Publisher","PO Box 152","","GOULBURN","NSW","2580","1231"
"2001 Federal Election","1758","Tamar Times","Examiner Newspaper Pty Ltd, The","Publisher","PO Box 99a","","LAUNCESTON","TAS","7250","0"
"2001 Federal Election","4334","Tamborine Times","Tamborine Times","Publisher","20","Main Western Rd","NORTH TAMBORINE","QLD","4272","4152"
"2001 Federal Election","4436","Tamworth Times","","Publisher","PO BOX 525","","TAMWORTH","NSW","2340","2554"
"2001 Federal Election","335","Tarrangower Times","","Publisher","PO Box 18","","MALDON","VIC","3463","0"
"2001 Federal Election","1564","Tasmanian Country","Davies Brothers Limited","Publisher","GPO Box 334D","","HOBART GPO PRIVATE BOXES","TAS","7001","4935"
"2001 Federal Election","2905","Tattoos DownUnder","","Publisher","Po Box 131","","LILYDALE","VIC","3140","0"
"2001 Federal Election","364","Tatura Guardian","Kyabram Newspapers Pty Ltd","Publisher","PO Box 25","","TATURA","VIC","3616","0"
"2001 Federal Election","886","TCN CHAN 9","TCN Channel Nine Pty Ltd","Broadcaster","PO Box 27","","WILLOUGHBY","NSW","2068","1870016"
"2001 Federal Election","1544","Teabba Radio","Top End Aboriginal Bush Broadcasting Association","Broadcaster","Po Box 41644","","CASUARINA PRIVATE BOXES","NT","0811","960"
"2001 Federal Election","3750","Telenews Asia","3rd Wave Communications Pty Ltd","Publisher","Locked Bag 13","","ROZELLE","NSW","2039","0"
"2001 Federal Election","196","Temora Independent","JA Bradley & Sons","Publisher","PO Box 174","","TEMORA","NSW","2666","2309"
"2001 Federal Election","4345","TEN FM","Tenterfield & District Community Radio Assoc Inc","Broadcaster","PO Box 93","","TENTERFIELD","NSW","2372","1387"
"2001 Federal Election","4297","Ten-10","Network Ten (Sydney) Pty Ltd","Broadcaster","1 Saunders St","","PYRMONT","NSW","2009","1087577"
"2001 Federal Election","4579","Tennant And District Times","Tennant And District Times","Publisher","PO Box 721","","TENNANT CREEK PRIVATE BOXES","NT","0861","1551"
"2001 Federal Election","197","Tenterfield Star","Rural Press","Publisher","PO Box 15","","TENTERFIELD","NSW","2372","2859"
"2001 Federal Election","365","Terang Express","Western District Newspapers Pty Ltd","Publisher","PO Box 189","","CAMPERDOWN","VIC","3260","0"
"2001 Federal Election","1942","Territory Business","Dept of Asian Relations Trade & Industry","Publisher","GPO Box 4160","","DARWIN GPO PRIVATE BOXES","NT","0801","0"
"2001 Federal Election","1823","Thai Oz News","","Publisher","130 Seville Street","","FAIRFIELD","NSW","2165","0"
"2001 Federal Election","1980","The Adelaide Review","Adelaide Review Pty Ltd","Publisher","Po Box 2294","","KENT TOWN PRIVATE BOXES","SA","5071","0"
"2001 Federal Election","4501","The Advertiser","The Avdertiser (Regional Publishers P/L)","Publisher","155 Vincent St","","CESSNOCK","NSW","2325","2423"
"2001 Federal Election","4958","The Advertiser","Advertiser Newspapers Limited","Publisher","Po Box 339","","ADELAIDE GPO PRIVATE BOXES","SA","5001","68766"
"2001 Federal Election","4899","The Advocate","Fairfax Community Newspapers","Publisher","PO Box 318","","DANDENONG","VIC","3175","0"
"2001 Federal Election","4931","The Advocate Newspaper","Harris and Company Ltd","Publisher","PO Box 63","","BURNIE","TAS","7320","57430"
"2001 Federal Election","4221","The Age","The Age Compay Ltd","Publisher","GPO BOX 257C","","MELBOURNE GPO PRIVATE BOXES","VIC","3001","156809"
"2001 Federal Election","1636","The Armidale Independent","Armidale Independent Pty Ltd","Publisher","Po Box 82","","ARMIDALE","NSW","2350","3726"
"2001 Federal Election","28","The Australian","News Ltd","Publisher","GPO Box 4245","","SYDNEY GPO PRIVATE BOXES","NSW","2001","48799"
"2001 Federal Election","1490","The Australian Christian","Churches of Christ in Australia","Publisher","PO Box 101","","ESSENDON NORTH","VIC","3041","0"
"2001 Federal Election","4738","The Australian Standardbred Pty Ltd","","Publisher","PO Box 1616","","FORTITUDE VALLEY","QLD","4006","0"
"2001 Federal Election","3189","The Australian TAFE Teacher","Australian Education Union","Publisher","PO Box 1158","","SOUTH MELBOURNE","VIC","3205","0"
"2001 Federal Election","4739","The Ballan News","Robinson Grant Publications Pty Ltd","Publisher","PO Box 8","","CRESWICK","VIC","3363","0"
"2001 Federal Election","4333","The Big Issue","Big Issue in Australia P/L","Publisher","148 Lonsdale St","","MELBOURNE","VIC","3000","1600"
"2001 Federal Election","505","The Border Times","RG Marshall (Publishers)","Publisher","5 Railway Terrace South","","PINNAROO","SA","5304","0"
"2001 Federal Election","1707","The Broadlander","Reliance Printing","Publisher","PO Box 735","","DENILIQUIN","NSW","2710","0"
"2001 Federal Election","4456","The Buloke Times","The Buloke Times","Publisher","PO BOX 55","","DONALD","VIC","3480","1191"
"2001 Federal Election","31","The Canberra Times","Federal Capital Press of Australia Pty Ltd","Publisher","PO Box 7155","","CANBERRA MAIL CENTRE","ACT","2610","0"
"2001 Federal Election","1466","The Catholic Leader","Catholic Leader","Publisher","GPO Box 282","","BRISBANE GPO PRIVATE BOXES","QLD","4001","1065"
"2001 Federal Election","1465","The Catholic Weekly","Catholic Press Newspaper Co Pty Ltd","Publisher","Private Bag 3","","PETERSHAM","NSW","2049","0"
"2001 Federal Election","32","The Chronicle","Federal Capital Press of Australia Pty Ltd","Publisher","PO Box 7155","","CANBERRA MAIL CENTRE","ACT","2610","6162"
"2001 Federal Election","458","The Chronicle","Toowoomba Newspapers Pty Ltd","Publisher","PO Box 40","","TOOWOOMBA","QLD","4350","16238"
"2001 Federal Election","4936","The Chronicle (Wangaratta)","North East Newspapers P/L","Publisher","37 Rowan St","","WANGARATTA","VIC","3677","6494"
"2001 Federal Election","4059","The City News","Mahlab Cramb Media P/L","Publisher","69 1-15","Barr St","BALMAIN","NSW","2041","2045"
"2001 Federal Election","4886","The City Weekly","Metropolis Media Pty Ltd","Publisher","PO Box 208","","CARLTON SOUTH","VIC","3053","0"
"2001 Federal Election","4492","The Coffs Harbour Advocate","North Coast News Pty Ltd","Publisher","53 Moonee St","","COFFS HARBOUR","NSW","2450","12079"
"2001 Federal Election","2672","The Complete Retirement Guide","Universal Magazines Pty Ltd","Publisher","Private Bag 154","","NORTH RYDE","NSW","2113","0"
"2001 Federal Election","3877","The Correspondent","Foreign Correspondents' Association, The","Publisher","Po Box A2404","","SYDNEY SOUTH","NSW","2000","0"
"2001 Federal Election","2329","The Country Woman","Country Women's Association of NSW","Publisher","Po Box 15","","POTTS POINT","NSW","2011","0"
"2001 Federal Election","500","The Courier","F Teare Marston Pty Ltd","Publisher","PO Box 21","","MOUNT BARKER","SA","5251","6035"
"2001 Federal Election","4169","The Courier Mail","Queensland Newspapers Pty Ltd","Publisher","41","Campbell St","BOWEN HILLS","QLD","4006","181835"
"2001 Federal Election","1504","The Daily Advertiser","The Wagga Daily Advertiser","Publisher","48 Trail Street","","WAGGA WAGGA","NSW","2650","6756"
"2001 Federal Election","123","The Daily Examiner","Australian Provincial News Pty Ltd","Publisher","Po Box 271","","GRAFTON","NSW","2460","8240"
"2001 Federal Election","438","The Daily Mercury","Mackay Printing and Publishing Co Pty Ltd","Publisher","PO Box 5666","","MACKAY FORWARD","QLD","4741","18131"
