"Event","Media ID","Name","Business Name","Return Type","Advertiser","Advertiser Type","Date Run","Amount"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Democrats","Party","07/11/2001","352"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Education Union","Third Party","31/10/2001","581"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Education Union","Third Party","07/11/2001","581"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Labor Party (South Australian Branch)","Party","24/10/2001","488"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Labor Party (South Australian Branch)","Party","24/10/2001","733"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Labor Party (South Australian Branch)","Party","31/10/2001","147"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Labor Party (South Australian Branch)","Party","07/11/2001","488"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Australian Labor Party (South Australian Branch)","Party","07/11/2001","733"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","CAMPBELL, Nicole Bernadette Cecilia","Candidate","10/10/2001","1142"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","CAMPBELL, Nicole Bernadette Cecilia","Candidate","24/10/2001","323"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","CAMPBELL, Nicole Bernadette Cecilia","Candidate","07/11/2001","323"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","FISHLOCK, Kym William","Candidate","07/11/2001","188"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","FITZPATRICK, Peter Bernard","Candidate","07/11/2001","781"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","17/10/2001","260"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","17/10/2001","799"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","24/10/2001","918"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","31/10/2001","822"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","07/11/2001","230"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","07/11/2001","918"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GALLUS, Christine Ann","Candidate","07/11/2001","8299"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","17/10/2001","137"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","17/10/2001","147"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","17/10/2001","376"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","17/10/2001","376"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","17/10/2001","733"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","24/10/2001","137"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","24/10/2001","200"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","31/10/2001","1222"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","GEORGANAS, Steven","Candidate","07/11/2001","137"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HARKNESS, William Bruce","Candidate","31/10/2001","770"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HARKNESS, William Bruce","Candidate","07/11/2001","770"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","10/10/2001","270"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","17/10/2001","240"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","24/10/2001","240"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","24/10/2001","240"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","31/10/2001","320"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","31/10/2001","1064"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","07/11/2001","640"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","07/11/2001","640"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","HOWARD, John Winston","Candidate","07/11/2001","640"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Liberal Party of Australia (S.A. Division)","Party","07/11/2001","254"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Liberal Party of Australia (S.A. Division)","Party","07/11/2001","445"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","Liberal Party of Australia (S.A. Division)","Party","07/11/2001","1316"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","Liberal Party of Australia, NSW Division","Party","07/11/2001","831"
"2001 Federal Election","4197","Weekly Times","Weekly Times (Gladsville) Pty Ltd","Publisher","TEIRNEY, Frances Lorretta","Candidate","07/11/2001","330"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","WORTH, Patricia Mary","Candidate","17/10/2001","311"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","WORTH, Patricia Mary","Candidate","17/10/2001","345"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","WORTH, Patricia Mary","Candidate","24/10/2001","345"
"2001 Federal Election","4189","Weekly Times","Messenger Newspapers","Publisher","WORTH, Patricia Mary","Candidate","31/10/2001","345"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","12/10/2001","240"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","17/10/2001","44"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","24/10/2001","44"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","24/10/2001","106"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","31/10/2001","44"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","31/10/2001","240"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","31/10/2001","301"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","07/11/2001","240"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","ANDERSON, John Duncan","Candidate","09/11/2001","160"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","CAPSIS, George","Candidate","19/10/2001","106"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","HAIGH, Bruce Douglas","Candidate","31/10/2001","106"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","HAIGH, Bruce Douglas","Candidate","31/10/2001","160"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","HAIGH, Bruce Douglas","Candidate","02/11/2001","106"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","HAIGH, Bruce Douglas","Candidate","02/11/2001","160"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","HAIGH, Bruce Douglas","Candidate","07/11/2001","160"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","National Party of Australia - N.S.W.","Party","05/11/2001","44"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","National Party of Australia - N.S.W.","Party","07/11/2001","44"
"2001 Federal Election","210","Wellington Times","Regional Press","Publisher","Pauline Hanson's One Nation","Party","07/11/2001","363"
"2001 Federal Election","4927","Wentworth Courier","The Courier Newspaper Group","Publisher","Australian Democrats NSW Division","Party","07/11/2001","964"
"2001 Federal Election","4927","Wentworth Courier","The Courier Newspaper Group","Publisher","KING, Peter Edward","Candidate","17/10/2001","2917"
"2001 Federal Election","4927","Wentworth Courier","The Courier Newspaper Group","Publisher","KING, Peter Edward","Candidate","24/10/2001","2917"
"2001 Federal Election","4927","Wentworth Courier","The Courier Newspaper Group","Publisher","KING, Peter Edward","Candidate","31/10/2001","2917"
"2001 Federal Election","4927","Wentworth Courier","The Courier Newspaper Group","Publisher","KING, Peter Edward","Candidate","07/11/2001","2917"
"2001 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","Australian Labor Party (Victorian Branch)","Party","24/10/2001","489"
"2001 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","Australian Labor Party (Victorian Branch)","Party","07/11/2001","428"
"2001 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","DAVIS, Craig","Candidate","24/10/2001","321"
"2001 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","DAVIS, Craig","Candidate","07/11/2001","321"
"2001 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","31/10/2001","249"
"2001 Federal Election","278","Werribee Banner","Fairfax Community Newspapers Pty Ltd","Publisher","Liberal Party of Australia (Victorian Division)","Party","07/11/2001","499"
"2001 Federal Election","4165","Werribee Times","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","30/10/2001","183"
"2001 Federal Election","4165","Werribee Times","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","06/11/2001","367"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Democrats, Western Australian Division","Party","30/10/2001","2529"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Democrats, Western Australian Division","Party","01/11/2001","2529"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Democrats, Western Australian Division","Party","06/11/2001","2529"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Democrats, Western Australian Division","Party","09/11/2001","6183"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Labor Party (Western Australian Branch)","Party","07/11/2001","2107"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Labor Party (Western Australian Branch)","Party","08/11/2001","2107"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Labor Party (Western Australian Branch)","Party","09/11/2001","2107"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Labor Party (Western Australian Branch)","Party","09/11/2001","3956"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Labor Party (Western Australian Branch)","Party","10/11/2001","14345"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Medical Association","Third Party","18/10/2001","11538"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Medical Association","Third Party","25/10/2001","14553"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Australian Medical Association","Third Party","09/11/2001","9230"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","CAMPBELL, Graeme","Candidate","03/11/2001","10934"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","CAMPBELL, Graeme","Candidate","10/11/2001","2492"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Christian Democratic Party (Fred Nile Group)","Party","06/11/2001","3029"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","CRANE, Arthur Winston","Candidate","09/11/2001","4727"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","CRANE, Arthur Winston","Candidate","10/11/2001","3634"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","DAVENPORT, Elizabeth Anne","Candidate","30/10/2001","3572"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","DAVENPORT, Elizabeth Anne","Candidate","05/11/2001","3528"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","DAVENPORT, Elizabeth Anne","Candidate","06/11/2001","3440"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","DAVENPORT, Elizabeth Anne","Candidate","09/11/2001","3457"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","DAVENPORT, Elizabeth Anne","Candidate","10/11/2001","4543"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","GRAHAM, Gordon Alan","Candidate","27/10/2001","1349"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","10/10/2001","860"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","13/10/2001","1038"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","17/10/2001","869"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","24/10/2001","9230"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","09/11/2001","2617"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","09/11/2001","9573"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","09/11/2001","12661"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","09/11/2001","14983"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Liberal Party (W.A. Division) Inc.","Party","10/11/2001","14220"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Maritime Union of Australia - Victoria","Third Party","31/10/2001","9573"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Maritime Union of Australia - Victoria","Third Party","07/11/2001","4727"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Maritime Union of Australia - Victoria","Third Party","09/11/2001","4727"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","08/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","11/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","15/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","18/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","23/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","26/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","30/10/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","02/11/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","02/11/2001","2836"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","06/11/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","06/11/2001","2836"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","08/11/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","08/11/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","09/11/2001","1418"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","National Party of Australia (WA) Inc","Party","09/11/2001","2836"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","NESCI, Frank Ross","Candidate","07/11/2001","1787"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","NESCI, Frank Ross","Candidate","07/11/2001","3575"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Pauline Hanson's One Nation","Party","31/10/2001","4700"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","Pauline Hanson's One Nation","Party","07/11/2001","4727"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","TAYLOR, Geoffrey Alan","Candidate","31/10/2001","1284"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","TAYLOR, Geoffrey Alan","Candidate","07/11/2001","1323"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","TAYLOR, Geoffrey Alan","Candidate","09/11/2001","790"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","The Greens (WA) Inc","Party","03/11/2001","3800"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","The Greens (WA) Inc","Party","08/11/2001","2580"
"2001 Federal Election","4100","West Australian","West Australian Newspapers Limited","Publisher","The Greens (WA) Inc","Party","09/11/2001","2580"
"2001 Federal Election","4225","West Coast 7X5","X5 West Pty Ltd","Broadcaster","ADAMS, Dick Godfrey Harry","Candidate","07/11/2001","20"
"2001 Federal Election","4225","West Coast 7X5","X5 West Pty Ltd","Broadcaster","BROWN, Robert James","Candidate","07/11/2001","20"
"2001 Federal Election","4225","West Coast 7X5","X5 West Pty Ltd","Broadcaster","LOCKETT, Eric John","Candidate","07/11/2001","20"
"2001 Federal Election","4225","West Coast 7X5","X5 West Pty Ltd","Broadcaster","PAGE, Geoffrey Graeme","Candidate","07/11/2001","20"
"2001 Federal Election","4225","West Coast 7X5","X5 West Pty Ltd","Broadcaster","WATSON, John Odin Wentworth","Candidate","07/11/2001","10"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","08/11/2001","100"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","08/11/2001","100"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","Liberal Party of Australia (S.A. Division)","Party","08/11/2001","100"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","O'NEILL, Conleth Brian","Candidate","25/10/2001","128"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","O'NEILL, Conleth Brian","Candidate","01/11/2001","128"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","O'NEILL, Conleth Brian","Candidate","08/11/2001","128"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","O'NEILL, Conleth Brian","Candidate","08/11/2001","181"
"2001 Federal Election","494","West Coast Sentinel","Port Lincoln Times Pty Ltd","Publisher","O'NEILL, Conleth Brian","Candidate","08/11/2001","404"
"2001 Federal Election","4069","West Gippsland Trader","Warragul Regional Newspapers P/L","Publisher","FORBES, James Thomas","Candidate","08/11/2001","888"
"2001 Federal Election","4750","West Wimmera Messenger","Nhill Free Press Pty Ltd","Publisher","FORREST, John Alexander","Candidate","17/10/2001","99"
"2001 Federal Election","4750","West Wimmera Messenger","Nhill Free Press Pty Ltd","Publisher","FORREST, John Alexander","Candidate","24/10/2001","220"
"2001 Federal Election","4750","West Wimmera Messenger","Nhill Free Press Pty Ltd","Publisher","FORREST, John Alexander","Candidate","31/10/2001","81"
"2001 Federal Election","4750","West Wimmera Messenger","Nhill Free Press Pty Ltd","Publisher","FORREST, John Alexander","Candidate","07/11/2001","145"
"2001 Federal Election","4750","West Wimmera Messenger","Nhill Free Press Pty Ltd","Publisher","Pauline Hanson's One Nation","Party","07/11/2001","60"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Australian Labor Party (ALP)","Party","09/11/2001","50"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Australian Labor Party (ALP)","Party","09/11/2001","180"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","COBB, John Kenneth","Candidate","23/10/2001","185"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","COBB, John Kenneth","Candidate","26/10/2001","185"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","COBB, John Kenneth","Candidate","30/10/2001","185"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","COBB, John Kenneth","Candidate","06/11/2001","185"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","COBB, John Kenneth","Candidate","09/11/2001","185"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Pauline Hanson's One Nation","Party","30/10/2001","200"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Pauline Hanson's One Nation","Party","02/11/2001","300"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Pauline Hanson's One Nation","Party","06/11/2001","60"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Pauline Hanson's One Nation","Party","06/11/2001","200"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","Pauline Hanson's One Nation","Party","09/11/2001","300"
"2001 Federal Election","211","West Wyalong Advocate","","Publisher","West Wyalong Teachers Association","Third Party","09/11/2001","75"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","ANDREN, Peter James","Candidate","07/11/2001","370"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","ANDREN, Peter James","Candidate","10/11/2001","408"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","31/10/2001","98"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","07/11/2001","273"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Australian Labor Party (N.S.W. Branch)","Party","09/11/2001","390"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Citizens Electoral Council of Australia","Party","07/11/2001","273"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","National Party of Australia - N.S.W.","Party","09/11/2001","778"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Pauline Hanson's One Nation","Party","03/11/2001","429"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Pauline Hanson's One Nation","Party","07/11/2001","273"
"2001 Federal Election","4893","Western Advocate","Regional Publishers","Publisher","Pauline Hanson's One Nation","Party","08/11/2001","48"
"2001 Federal Election","2378","Western Magazine","Western Magazine Pty Ltd","Publisher","HAIGH, Bruce Douglas","Candidate","29/10/2001","340"
"2001 Federal Election","2378","Western Magazine","Western Magazine Pty Ltd","Publisher","HAIGH, Bruce Douglas","Candidate","05/11/2001","340"
"2001 Federal Election","2378","Western Magazine","Western Magazine Pty Ltd","Publisher","HAIGH, Bruce Douglas","Candidate","05/11/2001","510"
"2001 Federal Election","2378","Western Magazine","Western Magazine Pty Ltd","Publisher","O'REGAN, George Bevan","Candidate","05/11/2001","595"
"2001 Federal Election","4940","Western Star","Toowoomba Newspapers P/L","Publisher","McNICHOL, Mark William","Candidate","06/11/2001","0"
"2001 Federal Election","4940","Western Star","Toowoomba Newspapers P/L","Publisher","NEMETH, Noel","Candidate","06/11/2001","0"
"2001 Federal Election","4940","Western Star","Toowoomba Newspapers P/L","Publisher","SCOTT, Bruce Craig","Candidate","30/10/2001","516"
"2001 Federal Election","4940","Western Star","Toowoomba Newspapers P/L","Publisher","SCOTT, Bruce Craig","Candidate","09/11/2001","412"
"2001 Federal Election","4694","Western Sun","Jack Tonkin & Co","Publisher","McNICHOL, Mark William","Candidate","07/11/2001","250"
"2001 Federal Election","4694","Western Sun","Jack Tonkin & Co","Publisher","SCOTT, Bruce Craig","Candidate","31/10/2001","264"
"2001 Federal Election","4159","Western Times","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","30/10/2001","136"
"2001 Federal Election","4159","Western Times","Leader Community Newspapers","Publisher","Liberal Party of Australia (Victorian Division)","Party","06/11/2001","136"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","17/10/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","17/10/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","24/10/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","24/10/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","31/10/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","31/10/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","07/11/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","Australian Labor Party (ALP)","Party","07/11/2001","592"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","BEVIS, Archibald Ronald","Candidate","17/10/2001","318"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","BEVIS, Archibald Ronald","Candidate","24/10/2001","318"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","BEVIS, Archibald Ronald","Candidate","31/10/2001","318"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","BEVIS, Archibald Ronald","Candidate","31/10/2001","699"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","BEVIS, Archibald Ronald","Candidate","07/11/2001","318"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","EKERT, Suzanne","Candidate","24/10/2001","109"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","EKERT, Suzanne","Candidate","07/11/2001","109"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","JOHNSON, Michael Andrew","Candidate","17/10/2001","388"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","JOHNSON, Michael Andrew","Candidate","24/10/2001","634"
"2001 Federal Election","1221","Westside News","Nationwide News Pty Ltd","Publisher","JOHNSON, Michael Andrew","Candidate","31/10/2001","634"
