"Event","Return Type (Candidate/Senate Group)","Name","Party ID","Party Name","Electorate Name","Electorate State","Nil Return","Amendment No","Total Gift Value","Number Of Donors","Total Electoral Expenditure","Discretionary Benefits Received"
"1998 Federal Election","Candidate","Cameron, Leonie Joyce ","999","Independent","Gippsland","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cameron, Ross Alexander","19","Liberal Party of Australia","Parramatta","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Camfield, Bruce Alan","26","Pauline Hansons One Nation","Dickson","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Camilleri, Anthony Steven","6","Australian Greens","Maribyrnong","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Campbell, Graeme","3","Australia First Party","Kalgoorlie","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Campbell, Ian","19","Liberal Party of Australia","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Campbell, Malcolm Drew","6","Australian Greens","Ballarat","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Card, Margaret Mary ","7","Australian Labor Party","Ballarat","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Carey, Michael John","52","Unity - Say No to Hanson","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Carkeek, Mija","52","Unity - Say No to Hanson","Isaacs","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Carman, Marina Isabel","16","Democratic Socialist Electoral League","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Carr, Kim John","7","Australian Labor Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Carr, Timothy Joseph","22","Natural Law Party","Bennelong","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Carter, David Thomas","3","Australia First Party","Bonython","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Carter, Gemma Kathleen","35","The Greens (WA)","Perth","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Carter, Sean Ross","5","Australian Democrats","McEwen","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cartwright, Michael David","26","Pauline Hansons One Nation","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cashel, Deborah Jean","6","Australian Greens","Hindmarsh","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Casley, John Summers","26","Pauline Hansons One Nation","Menzies","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Castillo, Miguel","35","The Greens (WA)","Cowan","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Caswell, David Allan","5","Australian Democrats","Kingsford-Smith","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Causley, Ian Raymond","21","National Party of Australia","Page","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cavuoto, Romeo","19","Liberal Party of Australia","Port Adelaide","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cerolini, Vivien","52","Unity - Say No to Hanson","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Chabdjian, Dikran","1","Abolish Child Support/Family Court Party","Bruce","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Challacombe, Jeremy","21","National Party of Australia","Wakefield","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Chandrasegaran, Suryan Robert ","11","Christian Democratic Party (Fred Nile Group)","Tangney","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Chapple, Robin Howard","35","The Greens (WA)","Kalgoorlie","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Charles, Robert Edwin","19","Liberal Party of Australia","La Trobe","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Charlton, Willoughby Robin James","19","Liberal Party of Australia","Maribyrnong","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Charlwood, Jan","22","Natural Law Party","Flinders","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Chen, Bin","52","Unity - Say No to Hanson","Banks","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Chen, Guosheng Yang","52","Unity - Say No to Hanson","Aston","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cherry, John Clifford","5","Australian Democrats","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Chesson, Joseph Erica","7","Australian Labor Party","Boothby","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Christian, Lesley Anne","6","Australian Greens","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Chua, Ka-Sing","52","Unity - Say No to Hanson","Chisholm","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Chung, Craig Byram Chan","5","Australian Democrats","Barton","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clairs, Elspeth Anne","22","Natural Law Party","Swan","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clarke, Frances Mary","22","Natural Law Party","Gippsland","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clarke, Joanne ","999","Independent","Fraser","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clarke, Lawrence James","22","Natural Law Party","Melbourne","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clarke, Virginia-Anne","7","Australian Labor Party","Blair","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Clausen, Graham Francis","11","Christian Democratic Party (Fred Nile Group)","Page","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clements, Peter Ian","5","Australian Democrats","Northern Territory","NT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Clifford, Margot","5","Australian Democrats","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cobb, Teresa Maria Winifred","21","National Party of Australia","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cockayne, James","5","Australian Democrats","Werriwa","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Coelli, Paul Gregory","26","Pauline Hansons One Nation","Deakin","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cogger, John","22","Natural Law Party","Prospect","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cogger, Linda","22","Natural Law Party","Parramatta","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Colbeck, Richard","19","Liberal Party of Australia","Lyons","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Coles, John Neil","19","Liberal Party of Australia","Chifley","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Collenette, Peter","19","Liberal Party of Australia","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Collings, Margaret Lynette","5","Australian Democrats","Wentworth","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Collins, Denis Wilfred ","999","Independent","Riverina","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Collins, Glenys Dale","12","Citizens Electoral Council of Australia","New South Wales","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Collins, Jacinta","7","Australian Labor Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Colosimo, Francis James","11","Christian Democratic Party (Fred Nile Group)","Ballarat","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Colston, David Andrew","28","Queensland First","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Colston, Dawn Patricia","28","Queensland First","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Coluccio, Frank ","999","Independent","Cunningham","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Connors, Elizabeth Louise Alice","6","Australian Greens","Blair","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Conor, Elizabeth","6","Australian Greens","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Conroy, Stephen Michael","7","Australian Labor Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Consandine, Peter Warren","30","Republican Party of Australia","Parramatta","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Conway, Peter Michael","7","Australian Labor Party","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cook, Kenneth James","11","Christian Democratic Party (Fred Nile Group)","Victoria","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cook, Peter Francis Salmon","7","Australian Labor Party","Western Australia","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cook, Robert Henry","11","Christian Democratic Party (Fred Nile Group)","Fairfax","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cook, Terence John","31","Socialist Equality Party","Hunter","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Coombe, Anthony Melrose","22","Natural Law Party","Mayo","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Coombe, Howie Frayne ","999","Independent","Mayo","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cooper, Roger Bruce","21","National Party of Australia","Pearce","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cope, William Walter Stanley","52","Unity - Say No to Hanson","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Corben, Paul Anthony","5","Australian Democrats","Cowper","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cordon, John","22","Natural Law Party","Hotham","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Corkin, Terence Ian","7","Australian Labor Party","Calare","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cornish, Philip","11","Christian Democratic Party (Fred Nile Group)","Barker","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cosgrove, Lindsay David","12","Citizens Electoral Council of Australia","New South Wales","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Costello, Peter Howard","19","Liberal Party of Australia","Higgins","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cotter, Neil Thomas","5","Australian Democrats","Fadden","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cox, David Alexander","7","Australian Labor Party","Kingston","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cox, David John ","999","Independent","Hume","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Crabbe, Stephen Geoffrey","5","Australian Democrats","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Craig, Austin Dean","5","Australian Democrats","Canning","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Craig, Peter","19","Liberal Party of Australia","Shortland","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cranny, Jillian","6","Australian Greens","Cowper","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Crawford, Peter Malcolm","26","Pauline Hansons One Nation","Goldstein","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Crea, Patrick Pasquale","15","Democratic Labor Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Crean, Simon Findlay","7","Australian Labor Party","Hotham","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Croft, William Thomas","26","Pauline Hansons One Nation","Mallee","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cronin, James Kenneth","6","Australian Greens","New England","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Crook, Donald Brett","11","Christian Democratic Party (Fred Nile Group)","Swan","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Crosio, Janice Ann","7","Australian Labor Party","Prospect","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cross, Mathew John","19","Liberal Party of Australia","Greenway","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Crossin, Patricia Margaret","7","Australian Labor Party","Northern Territory","NT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Crossley, Leslie Mary","6","Australian Greens","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cubit, Lee John","12","Citizens Electoral Council of Australia","Mallee","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cullen, Peter Graham","5","Australian Democrats","Richmond","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Culley, Darren William","26","Pauline Hansons One Nation","Hunter","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cummings, Katherine Fiona","5","Australian Democrats","Grayndler","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cummins, James Anthony","11","Christian Democratic Party (Fred Nile Group)","Forrest","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Cunningham, Barry T ","999","Independent","McMillan","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Curry, David John","19","Liberal Party of Australia","Wills","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Cursio, Anthony James","19","Liberal Party of Australia","Gellibrand","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Curtis, John Noel","26","Pauline Hansons One Nation","Cunningham","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Czausov, Andre Michael","5","Australian Democrats","Corio","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dalton, Jayson Luke","26","Pauline Hansons One Nation","Kennedy","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dalton, Kenneth O'Neill ","999","Independent","Queensland","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Damjanovic, Joseph Tobias","26","Pauline Hansons One Nation","Chifley","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Danby, Michael","7","Australian Labor Party","Melbourne Ports","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Daniels, Geoffrey Edward","17","Family Law Reform Party","Forde","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Danton, Raymond John","26","Pauline Hansons One Nation","Lyne","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dare, Rena Michelle","30","Republican Party of Australia","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Davies, Kathryn","35","The Greens (WA)","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Davies, Owen Mervyn","11","Christian Democratic Party (Fred Nile Group)","Lowe","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Davis, Jan Chapman","52","Unity - Say No to Hanson","Dunkley","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Davis, Peter Woodley","3","Australia First Party","South Australia","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dawson, John Craig ","999","Independent","Bennelong","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dawson, Lee William","26","Pauline Hansons One Nation","Brand","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","D'Cruz, Cathryn Michelle","22","Natural Law Party","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","De Leo, Joylene Maria","19","Liberal Party of Australia","South Australia","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","De Marchi, Dino","19","Liberal Party of Australia","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Deahm, Margaret Joan","7","Australian Labor Party","Macquarie","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dean, Adrian Douglas","26","Pauline Hansons One Nation","Forde","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dean, Anthony James","7","Australian Labor Party","Forrest","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dean, Francis Clifford ","999","Independent","La Trobe","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dearing, Jacqueline Leslie","5","Australian Democrats","Sturt","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Deegan, Leonie Margaret","35","The Greens (WA)","Fremantle","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dell, Thomas Eric","26","Pauline Hansons One Nation","Gilmore","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Deller, William Ernest Charles","27","Progressive Labour Party","Wills","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dellit, Alison Margaret","16","Democratic Socialist Electoral League","Paterson","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Denborough, Michael","24","Nuclear Disarmament Party","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dengate, Lynette Joy Tina","5","Australian Democrats","Ryan","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Denman, Alfred","5","Australian Democrats","Forrest","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Denman, Kay Janet","7","Australian Labor Party","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Detchon, David James","7","Australian Labor Party","Barker","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Devendra, Alan ","999","Independent","Richmond","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dhillon, Salvinder ","999","Independent","Greenway","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dickins, Joan Yvonne","22","Natural Law Party","Goldstein","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dickins, Michael","22","Natural Law Party","Higgins","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dickson, Alan Lindsay","5","Australian Democrats","Forde","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dickson, Hugh Cameron","22","Natural Law Party","Kingston","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dickson, Noel Thomas","26","Pauline Hansons One Nation","Grey","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dickson, Phyllis Lynne","11","Christian Democratic Party (Fred Nile Group)","Holt","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dimitriou, Stephen ","999","Independent","Leichhardt","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dimond, Vicki Lynette","5","Australian Democrats","Mackellar","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Divjak, Carolyn Ann","31","Socialist Equality Party","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dixon, Patricia Ann","7","Australian Labor Party","New England","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dixon-Thompson, Robin Andrew","21","National Party of Australia","South Australia","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Doble, Graham Bull","26","Pauline Hansons One Nation","Canberra","ACT","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Doherty, Denis William ","999","Independent","Sydney","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dondas, Nicholas Manuel","23","Northern Territory Country Liberal Party","Northern Territory","NT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Donnelly, Benjamin David","6","Australian Greens","Blaxland","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dooner, Lorna Madge","19","Liberal Party of Australia","Fowler","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Doric, Stephen Nicholas","22","Natural Law Party","Mackellar","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dorrington, Katherine Jean ","999","Independent","Brand","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dorron, Cheryl Celeste","7","Australian Labor Party","Hinkler","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Douglas, Mark Wayne","35","The Greens (WA)","O'Connor","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Doust, Adele Dulcie","6","Australian Greens","Macquarie","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Doust, Jon ","999","Independent","Forrest","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Downer, Alexander John G","19","Liberal Party of Australia","Mayo","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Downey, James Bernard","5","Australian Democrats","Victoria","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Drake, Anthony Francis","12","Citizens Electoral Council of Australia","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Drane, Edward Joseph","8","Australian Reform Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Draper, Patricia","19","Liberal Party of Australia","Makin","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Droulers, Julien Paul  ","999","Independent","Bennelong","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Drummond, Michelle Anne","6","Australian Greens","South Australia","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Duke, Klaus Werner","3","Australia First Party","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Duncan-Strelec, Amanda Maria ","999","Independent","Farrer","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dunlop, James Nicholas","35","The Greens (WA)","Brand","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dunne, Edmund Charles","17","Family Law Reform Party","Dickson","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dunning, Sandra Janette","22","Natural Law Party","Hindmarsh","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Dwyer, Philip Gerard","6","Australian Greens","Dobell","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Dwyer, Russell ","999","Independent","Higgins","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Eames, Graham Maxwell","9","Australian Shooters Party","Victoria","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Eastwood. Jenifer","10","Australian Women's Party","Griffith","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edgar, Andrew ","999","Independent","Australian Capital Territory","ACT","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edge, Simon Joseph","26","Pauline Hansons One Nation","Wannon","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edmiston, John Anthony","11","Christian Democratic Party (Fred Nile Group)","Herbert","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edwards, Gary Kenneth ","999","Independent","Gwydir","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edwards, Graham","7","Australian Labor Party","Cowan","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Edwards, Leslie Anne","6","Australian Greens","Lindsay","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edwards, Narelle Maree","52","Unity - Say No to Hanson","Calare","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edwards, Stuart Victor Lewis","5","Australian Democrats","Northern Territory","NT","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Edwards, Susan Janet","10","Australian Women's Party","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Eggers, Barbara Anne","26","Pauline Hansons One Nation","Dawson","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Eldridge, Ilana Frances","6","Australian Greens","Northern Territory","NT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ellard, Anthony Raymond","7","Australian Labor Party","Mitchell","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Ellerman, Suzanne Elizabeth","6","Australian Greens","Canberra","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ellery, Suzanne","7","Australian Labor Party","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Elliot, Robert Paul","7","Australian Labor Party","Parramatta","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ellis, Annette Louise","7","Australian Labor Party","Canberra","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Ellis, Robert James Keith ","999","Independent","Mackellar","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Ellison, Christopher Martin","19","Liberal Party of Australia","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Elson, Kay Selma","19","Liberal Party of Australia","Forde","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Emanuel, Kamala Jane","16","Democratic Socialist Electoral League","Tasmania","TAS","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Embry, Patrick Paul Elliot","26","Pauline Hansons One Nation","Forrest","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Emerson, Craig","7","Australian Labor Party","Rankin","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","England, Maryan","22","Natural Law Party","Canberra","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Entrekin, Brendon","5","Australian Democrats","Perth","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Entsch, Warren George","19","Liberal Party of Australia","Leichhardt","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Eriksen, Erik Theodore ","999","Independent","South Australia","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Barry John","26","Pauline Hansons One Nation","Queensland","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Christopher Vaugh","7","Australian Labor Party","Western Australia","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Gareth John","7","Australian Labor Party","Holt","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Jade Louise","7","Australian Labor Party","Mayo","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, John","26","Pauline Hansons One Nation","Stirling","WA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Martyn John","7","Australian Labor Party","Bonython","SA","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Richard David Conroy","19","Liberal Party of Australia","Cowan","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Evans, Robyn Marion","6","Australian Greens","Deakin","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Eykamp, Jean Marie","11","Christian Democratic Party (Fred Nile Group)","Lindsay","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Fahey, John Joseph","19","Liberal Party of Australia","Macarthur","NSW","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Falcke, Julie Patricia","11","Christian Democratic Party (Fred Nile Group)","Moncrieff","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Farley, Rick","5","Australian Democrats","Australian Capital Territory","ACT","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Farrar, Jenny Maree","6","Australian Greens","McMillan","VIC","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Farren, Phillip Roderick","35","The Greens (WA)","Curtin","WA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Farruggio, Teresa","7","Australian Labor Party","Ryan","QLD","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Faulkner, John Philip","7","Australian Labor Party","New South Wales","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Faulkner, Tio Sean","19","Liberal Party of Australia","Kingsford-Smith","NSW","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Feleppa, Pompeo","12","Citizens Electoral Council of Australia","South Australia","SA","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fell, Nicholas","30","Republican Party of Australia","Chisholm","VIC","Y","0","0","0","0","0"
"1998 Federal Election","Candidate","Fenton, Warren Bruce","26","Pauline Hansons One Nation","Moncrieff","QLD","N","0","0","0","0","0"
"1998 Federal Election","Candidate","Ferguson, Alan Baird","19","Liberal Party of Australia","South Australia","SA","N","0","0","0","0","0"
